 code  |          name           |         name_en         | province_code |  unit   | province_name 
 09205 | Yên Trung               | Yen Trung               | 24            | Xã      | Bắc Ninh
 09208 | Tam Đa                  | Tam Da                  | 24            | Xã      | Bắc Ninh
 09238 | Văn Môn                 | Van Mon                 | 24            | Xã      | Bắc Ninh
 09247 | Quế Võ                  | Que Vo                  | 24            | Phường  | Bắc Ninh
 09253 | Nhân Hoà                | Nhan Hoa                | 24            | Phường  | Bắc Ninh
 09265 | Phương Liễu             | Phuong Lieu             | 24            | Phường  | Bắc Ninh
 09286 | Nam Sơn                 | Nam Son                 | 24            | Phường  | Bắc Ninh
 09292 | Phù Lãng                | Phu Lang                | 24            | Xã      | Bắc Ninh
 09295 | Bồng Lai                | Bong Lai                | 24            | Phường  | Bắc Ninh
 09301 | Đào Viên                | Dao Vien                | 24            | Phường  | Bắc Ninh
 09313 | Chi Lăng                | Chi Lang                | 24            | Xã      | Bắc Ninh
 09319 | Tiên Du                 | Tien Du                 | 24            | Xã      | Bắc Ninh
 09325 | Hạp Lĩnh                | Hap Linh                | 24            | Phường  | Bắc Ninh
 09334 | Liên Bão                | Lien Bao                | 24            | Xã      | Bắc Ninh
 09340 | Đại Đồng                | Dai Dong                | 24            | Xã      | Bắc Ninh
 09343 | Tân Chi                 | Tan Chi                 | 24            | Xã      | Bắc Ninh
 09349 | Phật Tích               | Phat Tich               | 24            | Xã      | Bắc Ninh
 09367 | Từ Sơn                  | Tu Son                  | 24            | Phường  | Bắc Ninh
 09370 | Tam Sơn                 | Tam Son                 | 24            | Phường  | Bắc Ninh
 09379 | Phù Khê                 | Phu Khe                 | 24            | Phường  | Bắc Ninh
 09385 | Đồng Nguyên             | Dong Nguyen             | 24            | Phường  | Bắc Ninh
 09400 | Thuận Thành             | Thuan Thanh             | 24            | Phường  | Bắc Ninh
 09409 | Mão Điền                | Mao Dien                | 24            | Phường  | Bắc Ninh
 09427 | Trí Quả                 | Tri Qua                 | 24            | Phường  | Bắc Ninh
 09430 | Trạm Lộ                 | Tram Lo                 | 24            | Phường  | Bắc Ninh
 09433 | Song Liễu               | Song Lieu               | 24            | Phường  | Bắc Ninh
 09445 | Ninh Xá                 | Ninh Xa                 | 24            | Phường  | Bắc Ninh
 09454 | Gia Bình                | Gia Binh                | 24            | Xã      | Bắc Ninh
 09466 | Cao Đức                 | Cao Duc                 | 24            | Xã      | Bắc Ninh
 09469 | Đại Lai                 | Dai Lai                 | 24            | Xã      | Bắc Ninh
 09475 | Nhân Thắng              | Nhan Thang              | 24            | Xã      | Bắc Ninh
 09487 | Đông Cứu                | Dong Cuu                | 24            | Xã      | Bắc Ninh
 09496 | Lương Tài               | Luong Tai               | 24            | Xã      | Bắc Ninh
 09499 | Trung Kênh              | Trung Kenh              | 24            | Xã      | Bắc Ninh
 09523 | Trung Chính             | Trung Chinh             | 24            | Xã      | Bắc Ninh
 09529 | Lâm Thao                | Lam Thao                | 24            | Xã      | Bắc Ninh
 04792 | Tân Hoà                 | Tan Hoa                 | 25            | Phường  | Phú Thọ
 04795 | Hoà Bình                | Hoa Binh                | 25            | Phường  | Phú Thọ
 04828 | Thống Nhất              | Thong Nhat              | 25            | Phường  | Phú Thọ
 04831 | Đà Bắc                  | Da Bac                  | 25            | Xã      | Phú Thọ
 04846 | Đức Nhàn                | Duc Nhan                | 25            | Xã      | Phú Thọ
 04849 | Tân Pheo                | Tan Pheo                | 25            | Xã      | Phú Thọ
 04873 | Quy Đức                 | Quy Duc                 | 25            | Xã      | Phú Thọ
 04876 | Cao Sơn                 | Cao Son                 | 25            | Xã      | Phú Thọ
 04891 | Tiền Phong              | Tien Phong              | 25            | Xã      | Phú Thọ
 04894 | Kỳ Sơn                  | Ky Son                  | 25            | Phường  | Phú Thọ
 04897 | Thịnh Minh              | Thinh Minh              | 25            | Xã      | Phú Thọ
 04924 | Lương Sơn               | Luong Son               | 25            | Xã      | Phú Thọ
 04960 | Liên Sơn                | Lien Son                | 25            | Xã      | Phú Thọ
 04978 | Kim Bôi                 | Kim Boi                 | 25            | Xã      | Phú Thọ
 04990 | Nật Sơn                 | Nat Son                 | 25            | Xã      | Phú Thọ
 05014 | Mường Động              | Muong Dong              | 25            | Xã      | Phú Thọ
 05047 | Cao Dương               | Cao Duong               | 25            | Xã      | Phú Thọ
 05068 | Hợp Kim                 | Hop Kim                 | 25            | Xã      | Phú Thọ
 05086 | Dũng Tiến               | Dung Tien               | 25            | Xã      | Phú Thọ
 05089 | Cao Phong               | Cao Phong               | 25            | Xã      | Phú Thọ
 05092 | Thung Nai               | Thung Nai               | 25            | Xã      | Phú Thọ
 05116 | Mường Thàng             | Muong Thang             | 25            | Xã      | Phú Thọ
 05128 | Tân Lạc                 | Tan Lac                 | 25            | Xã      | Phú Thọ
 05134 | Mường Hoa               | Muong Hoa               | 25            | Xã      | Phú Thọ
 05152 | Vân Sơn                 | Van Son                 | 25            | Xã      | Phú Thọ
 05158 | Mường Bi                | Muong Bi                | 25            | Xã      | Phú Thọ
 05191 | Toàn Thắng              | Toan Thang              | 25            | Xã      | Phú Thọ
 05200 | Mai Châu                | Mai Chau                | 25            | Xã      | Phú Thọ
 05206 | Tân Mai                 | Tan Mai                 | 25            | Xã      | Phú Thọ
 05212 | Pà Cò                   | Pa Co                   | 25            | Xã      | Phú Thọ
 05245 | Bao La                  | Bao La                  | 25            | Xã      | Phú Thọ
 05251 | Mai Hạ                  | Mai Ha                  | 25            | Xã      | Phú Thọ
 05266 | Lạc Sơn                 | Lac Son                 | 25            | Xã      | Phú Thọ
 05287 | Mường Vang              | Muong Vang              | 25            | Xã      | Phú Thọ
 05290 | Nhân Nghĩa              | Nhan Nghia              | 25            | Xã      | Phú Thọ
 05293 | Thượng Cốc              | Thuong Coc              | 25            | Xã      | Phú Thọ
 05305 | Yên Phú                 | Yen Phu                 | 25            | Xã      | Phú Thọ
 05323 | Quyết Thắng             | Quyet Thang             | 25            | Xã      | Phú Thọ
 05329 | Ngọc Sơn                | Ngoc Son                | 25            | Xã      | Phú Thọ
 05347 | Đại Đồng                | Dai Dong                | 25            | Xã      | Phú Thọ
 05353 | Yên Thuỷ                | Yen Thuy                | 25            | Xã      | Phú Thọ
 05362 | Lạc Lương               | Lac Luong               | 25            | Xã      | Phú Thọ
 05386 | Yên Trị                 | Yen Tri                 | 25            | Xã      | Phú Thọ
 05392 | Lạc Thuỷ                | Lac Thuy                | 25            | Xã      | Phú Thọ
 05395 | An Nghĩa                | An Nghia                | 25            | Xã      | Phú Thọ
 05425 | An Bình                 | An Binh                 | 25            | Xã      | Phú Thọ
 07894 | Nông Trang              | Nong Trang              | 25            | Phường  | Phú Thọ
 07900 | Việt Trì                | Viet Tri                | 25            | Phường  | Phú Thọ
 07909 | Thanh Miếu              | Thanh Mieu              | 25            | Phường  | Phú Thọ
 07918 | Vân Phú                 | Van Phu                 | 25            | Phường  | Phú Thọ
 07942 | Phú Thọ                 | Phu Tho                 | 25            | Phường  | Phú Thọ
 07948 | Âu Cơ                   | Au Co                   | 25            | Phường  | Phú Thọ
 07954 | Phong Châu              | Phong Chau              | 25            | Phường  | Phú Thọ
 07969 | Đoan Hùng               | Doan Hung               | 25            | Xã      | Phú Thọ
 07996 | Bằng Luân               | Bang Luan               | 25            | Xã      | Phú Thọ
 07999 | Chí Đám                 | Chi Dam                 | 25            | Xã      | Phú Thọ
 08023 | Tây Cốc                 | Tay Coc                 | 25            | Xã      | Phú Thọ
 08038 | Chân Mộng               | Chan Mong               | 25            | Xã      | Phú Thọ
 08053 | Hạ Hoà                  | Ha Hoa                  | 25            | Xã      | Phú Thọ
 08071 | Đan Thượng              | Dan Thuong              | 25            | Xã      | Phú Thọ
 08110 | Hiền Lương              | Hien Luong              | 25            | Xã      | Phú Thọ
 08113 | Yên Kỳ                  | Yen Ky                  | 25            | Xã      | Phú Thọ
 08134 | Văn Lang                | Van Lang                | 25            | Xã      | Phú Thọ
 08143 | Vĩnh Chân               | Vinh Chan               | 25            | Xã      | Phú Thọ
 08152 | Thanh Ba                | Thanh Ba                | 25            | Xã      | Phú Thọ
 08173 | Quảng Yên               | Quang Yen               | 25            | Xã      | Phú Thọ
 08203 | Hoàng Cương             | Hoang Cuong             | 25            | Xã      | Phú Thọ
 08209 | Đông Thành              | Dong Thanh              | 25            | Xã      | Phú Thọ
 08218 | Chí Tiên                | Chi Tien                | 25            | Xã      | Phú Thọ
 08227 | Liên Minh               | Lien Minh               | 25            | Xã      | Phú Thọ
 08230 | Phù Ninh                | Phu Ninh                | 25            | Xã      | Phú Thọ
 08236 | Phú Mỹ                  | Phu My                  | 25            | Xã      | Phú Thọ
 08245 | Trạm Thản               | Tram Than               | 25            | Xã      | Phú Thọ
 08254 | Dân Chủ                 | Dan Chu                 | 25            | Xã      | Phú Thọ
 08275 | Bình Phú                | Binh Phu                | 25            | Xã      | Phú Thọ
 08290 | Yên Lập                 | Yen Lap                 | 25            | Xã      | Phú Thọ
 08296 | Sơn Lương               | Son Luong               | 25            | Xã      | Phú Thọ
 08305 | Xuân Viên               | Xuan Vien               | 25            | Xã      | Phú Thọ
 08311 | Trung Sơn               | Trung Son               | 25            | Xã      | Phú Thọ
 08323 | Thượng Long             | Thuong Long             | 25            | Xã      | Phú Thọ
 08338 | Minh Hoà                | Minh Hoa                | 25            | Xã      | Phú Thọ
 08341 | Cẩm Khê                 | Cam Khe                 | 25            | Xã      | Phú Thọ
 08344 | Tiên Lương              | Tien Luong              | 25            | Xã      | Phú Thọ
 08377 | Vân Bán                 | Van Ban                 | 25            | Xã      | Phú Thọ
 08398 | Phú Khê                 | Phu Khe                 | 25            | Xã      | Phú Thọ
 08416 | Hùng Việt               | Hung Viet               | 25            | Xã      | Phú Thọ
 08431 | Đồng Lương              | Dong Luong              | 25            | Xã      | Phú Thọ
 08434 | Tam Nông                | Tam Nong                | 25            | Xã      | Phú Thọ
 08443 | Hiền Quan               | Hien Quan               | 25            | Xã      | Phú Thọ
 08467 | Vạn Xuân                | Van Xuan                | 25            | Xã      | Phú Thọ
 08479 | Thọ Văn                 | Tho Van                 | 25            | Xã      | Phú Thọ
 08494 | Lâm Thao                | Lam Thao                | 25            | Xã      | Phú Thọ
 08500 | Xuân Lũng               | Xuan Lung               | 25            | Xã      | Phú Thọ
 08515 | Hy Cương                | Hy Cuong                | 25            | Xã      | Phú Thọ
 08521 | Phùng Nguyên            | Phung Nguyen            | 25            | Xã      | Phú Thọ
 08527 | Bản Nguyên              | Ban Nguyen              | 25            | Xã      | Phú Thọ
 08542 | Thanh Sơn               | Thanh Son               | 25            | Xã      | Phú Thọ
 08545 | Thu Cúc                 | Thu Cuc                 | 25            | Xã      | Phú Thọ
 08560 | Lai Đồng                | Lai Dong                | 25            | Xã      | Phú Thọ
 08566 | Tân Sơn                 | Tan Son                 | 25            | Xã      | Phú Thọ
 08584 | Võ Miếu                 | Vo Mieu                 | 25            | Xã      | Phú Thọ
 08590 | Xuân Đài                | Xuan Dai                | 25            | Xã      | Phú Thọ
 08593 | Minh Đài                | Minh Dai                | 25            | Xã      | Phú Thọ
 08611 | Văn Miếu                | Van Mieu                | 25            | Xã      | Phú Thọ
 08614 | Cự Đồng                 | Cu Dong                 | 25            | Xã      | Phú Thọ
 08620 | Long Cốc                | Long Coc                | 25            | Xã      | Phú Thọ
 08632 | Hương Cần               | Huong Can               | 25            | Xã      | Phú Thọ
 08635 | Khả Cửu                 | Kha Cuu                 | 25            | Xã      | Phú Thọ
 08656 | Yên Sơn                 | Yen Son                 | 25            | Xã      | Phú Thọ
 08662 | Đào Xá                  | Dao Xa                  | 25            | Xã      | Phú Thọ
 08674 | Thanh Thuỷ              | Thanh Thuy              | 25            | Xã      | Phú Thọ
 08686 | Tu Vũ                   | Tu Vu                   | 25            | Xã      | Phú Thọ
 08707 | Vĩnh Yên                | Vinh Yen                | 25            | Phường  | Phú Thọ
 08716 | Vĩnh Phúc               | Vinh Phuc               | 25            | Phường  | Phú Thọ
 08740 | Phúc Yên                | Phuc Yen                | 25            | Phường  | Phú Thọ
 08746 | Xuân Hoà                | Xuan Hoa                | 25            | Phường  | Phú Thọ
 08761 | Lập Thạch               | Lap Thach               | 25            | Xã      | Phú Thọ
 08770 | Hợp Lý                  | Hop Ly                  | 25            | Xã      | Phú Thọ
 08773 | Yên Lãng                | Yen Lang                | 25            | Xã      | Phú Thọ
 08782 | Hải Lựu                 | Hai Luu                 | 25            | Xã      | Phú Thọ
 08788 | Thái Hoà                | Thai Hoa                | 25            | Xã      | Phú Thọ
 08812 | Liên Hoà                | Lien Hoa                | 25            | Xã      | Phú Thọ
 08824 | Tam Sơn                 | Tam Son                 | 25            | Xã      | Phú Thọ
 08842 | Tiên Lữ                 | Tien Lu                 | 25            | Xã      | Phú Thọ
 08848 | Sông Lô                 | Song Lo                 | 25            | Xã      | Phú Thọ
 08866 | Sơn Đông                | Son Dong                | 25            | Xã      | Phú Thọ
 08869 | Tam Dương               | Tam Duong               | 25            | Xã      | Phú Thọ
 08872 | Tam Dương Bắc           | Tam Duong Bac           | 25            | Xã      | Phú Thọ
 08896 | Hoàng An                | Hoang An                | 25            | Xã      | Phú Thọ
 08905 | Hội Thịnh               | Hoi Thinh               | 25            | Xã      | Phú Thọ
 08911 | Tam Đảo                 | Tam Dao                 | 25            | Xã      | Phú Thọ
 08914 | Đạo Trù                 | Dao Tru                 | 25            | Xã      | Phú Thọ
 08923 | Đại Đình                | Dai Dinh                | 25            | Xã      | Phú Thọ
 08935 | Bình Nguyên             | Binh Nguyen             | 25            | Xã      | Phú Thọ
 08944 | Bình Tuyền              | Binh Tuyen              | 25            | Xã      | Phú Thọ
 08950 | Bình Xuyên              | Binh Xuyen              | 25            | Xã      | Phú Thọ
 08971 | Xuân Lãng               | Xuan Lang               | 25            | Xã      | Phú Thọ
 09025 | Yên Lạc                 | Yen Lac                 | 25            | Xã      | Phú Thọ
 09040 | Tề Lỗ                   | Te Lo                   | 25            | Xã      | Phú Thọ
 09043 | Tam Hồng                | Tam Hong                | 25            | Xã      | Phú Thọ
 09052 | Nguyệt Đức              | Nguyet Duc              | 25            | Xã      | Phú Thọ
 09064 | Liên Châu               | Lien Chau               | 25            | Xã      | Phú Thọ
 09076 | Vĩnh Tường              | Vinh Tuong              | 25            | Xã      | Phú Thọ
 09079 | Vĩnh An                 | Vinh An                 | 25            | Xã      | Phú Thọ
 09100 | Vĩnh Hưng               | Vinh Hung               | 25            | Xã      | Phú Thọ
 09106 | Vĩnh Thành              | Vinh Thanh              | 25            | Xã      | Phú Thọ
 09112 | Thổ Tang                | Tho Tang                | 25            | Xã      | Phú Thọ
 09154 | Vĩnh Phú                | Vinh Phu                | 25            | Xã      | Phú Thọ
 10507 | Thành Đông              | Thanh Dong              | 31            | Phường  | Hải Phòng
 10525 | Hải Dương               | Hai Duong               | 31            | Phường  | Hải Phòng
 10532 | Lê Thanh Nghị           | Le Thanh Nghi           | 31            | Phường  | Hải Phòng
 10537 | Tân Hưng                | Tan Hung                | 31            | Phường  | Hải Phòng
 10543 | Việt Hoà                | Viet Hoa                | 31            | Phường  | Hải Phòng
 10546 | Chí Linh                | Chi Linh                | 31            | Phường  | Hải Phòng
 10549 | Chu Văn An              | Chu Van An              | 31            | Phường  | Hải Phòng
 10552 | Nguyễn Trãi             | Nguyen Trai             | 31            | Phường  | Hải Phòng
 10570 | Trần Hưng Đạo           | Tran Hung Dao           | 31            | Phường  | Hải Phòng
 10573 | Trần Nhân Tông          | Tran Nhan Tong          | 31            | Phường  | Hải Phòng
 10603 | Lê Đại Hành             | Le Dai Hanh             | 31            | Phường  | Hải Phòng
 10606 | Nam Sách                | Nam Sach                | 31            | Xã      | Hải Phòng
 10615 | Hợp Tiến                | Hop Tien                | 31            | Xã      | Hải Phòng
 10633 | Trần Phú                | Tran Phu                | 31            | Xã      | Hải Phòng
 10642 | Thái Tân                | Thai Tan                | 31            | Xã      | Hải Phòng
 10645 | An Phú                  | An Phu                  | 31            | Xã      | Hải Phòng
 10660 | Ái Quốc                 | Ai Quoc                 | 31            | Phường  | Hải Phòng
 10675 | Kinh Môn                | Kinh Mon                | 31            | Phường  | Hải Phòng
 10678 | Bắc An Phụ              | Bac An Phu              | 31            | Phường  | Hải Phòng
 10705 | Nam An Phụ              | Nam An Phu              | 31            | Xã      | Hải Phòng
 10714 | Nhị Chiểu               | Nhi Chieu               | 31            | Phường  | Hải Phòng
 10726 | Phạm Sư Mạnh            | Pham Su Manh            | 31            | Phường  | Hải Phòng
 10729 | Trần Liễu               | Tran Lieu               | 31            | Phường  | Hải Phòng
 10744 | Nguyễn Đại Năng         | Nguyen Dai Nang         | 31            | Phường  | Hải Phòng
 10750 | Phú Thái                | Phu Thai                | 31            | Xã      | Hải Phòng
 10756 | Lai Khê                 | Lai Khe                 | 31            | Xã      | Hải Phòng
 10792 | An Thành                | An Thanh                | 31            | Xã      | Hải Phòng
 10804 | Kim Thành               | Kim Thanh               | 31            | Xã      | Hải Phòng
 10813 | Thanh Hà                | Thanh Ha                | 31            | Xã      | Hải Phòng
 10816 | Hà Bắc                  | Ha Bac                  | 31            | Xã      | Hải Phòng
 10837 | Nam Đồng                | Nam Dong                | 31            | Phường  | Hải Phòng
 10843 | Hà Nam                  | Ha Nam                  | 31            | Xã      | Hải Phòng
 10846 | Hà Tây                  | Ha Tay                  | 31            | Xã      | Hải Phòng
 10882 | Hà Đông                 | Ha Dong                 | 31            | Xã      | Hải Phòng
 10888 | Cẩm Giang               | Cam Giang               | 31            | Xã      | Hải Phòng
 10891 | Tứ Minh                 | Tu Minh                 | 31            | Phường  | Hải Phòng
 10903 | Cẩm Giàng               | Cam Giang               | 31            | Xã      | Hải Phòng
 10909 | Tuệ Tĩnh                | Tue Tinh                | 31            | Xã      | Hải Phòng
 10930 | Mao Điền                | Mao Dien                | 31            | Xã      | Hải Phòng
 10945 | Kẻ Sặt                  | Ke Sat                  | 31            | Xã      | Hải Phòng
 10966 | Bình Giang              | Binh Giang              | 31            | Xã      | Hải Phòng
 10972 | Đường An                | Duong An                | 31            | Xã      | Hải Phòng
 10993 | Thượng Hồng             | Thuong Hong             | 31            | Xã      | Hải Phòng
 10999 | Gia Lộc                 | Gia Loc                 | 31            | Xã      | Hải Phòng
 11002 | Thạch Khôi              | Thach Khoi              | 31            | Phường  | Hải Phòng
 11020 | Yết Kiêu                | Yet Kieu                | 31            | Xã      | Hải Phòng
 11050 | Gia Phúc                | Gia Phuc                | 31            | Xã      | Hải Phòng
 11065 | Trường Tân              | Truong Tan              | 31            | Xã      | Hải Phòng
 11074 | Tứ Kỳ                   | Tu Ky                   | 31            | Xã      | Hải Phòng
 11086 | Đại Sơn                 | Dai Son                 | 31            | Xã      | Hải Phòng
 11113 | Tân Kỳ                  | Tan Ky                  | 31            | Xã      | Hải Phòng
 11131 | Chí Minh                | Chi Minh                | 31            | Xã      | Hải Phòng
 11140 | Lạc Phượng              | Lac Phuong              | 31            | Xã      | Hải Phòng
 11146 | Nguyên Giáp             | Nguyen Giap             | 31            | Xã      | Hải Phòng
 11164 | Vĩnh Lại                | Vinh Lai                | 31            | Xã      | Hải Phòng
 11167 | Tân An                  | Tan An                  | 31            | Xã      | Hải Phòng
 11203 | Ninh Giang              | Ninh Giang              | 31            | Xã      | Hải Phòng
 11218 | Hồng Châu               | Hong Chau               | 31            | Xã      | Hải Phòng
 11224 | Khúc Thừa Dụ            | Khuc Thua Du            | 31            | Xã      | Hải Phòng
 11239 | Thanh Miện              | Thanh Mien              | 31            | Xã      | Hải Phòng
 11242 | Nguyễn Lương Bằng       | Nguyen Luong Bang       | 31            | Xã      | Hải Phòng
 11254 | Bắc Thanh Miện          | Bac Thanh Mien          | 31            | Xã      | Hải Phòng
 11257 | Hải Hưng                | Hai Hung                | 31            | Xã      | Hải Phòng
 11284 | Nam Thanh Miện          | Nam Thanh Mien          | 31            | Xã      | Hải Phòng
 11311 | Hồng Bàng               | Hong Bang               | 31            | Phường  | Hải Phòng
 11329 | Ngô Quyền               | Ngo Quyen               | 31            | Phường  | Hải Phòng
 11359 | Gia Viên                | Gia Vien                | 31            | Phường  | Hải Phòng
 11383 | Lê Chân                 | Le Chan                 | 31            | Phường  | Hải Phòng
 11407 | An Biên                 | An Bien                 | 31            | Phường  | Hải Phòng
 11411 | Đông Hải                | Dong Hai                | 31            | Phường  | Hải Phòng
 11413 | Hải An                  | Hai An                  | 31            | Phường  | Hải Phòng
 11443 | Kiến An                 | Kien An                 | 31            | Phường  | Hải Phòng
 11446 | Phù Liễn                | Phu Lien                | 31            | Phường  | Hải Phòng
 11455 | Đồ Sơn                  | Do Son                  | 31            | Phường  | Hải Phòng
 11473 | Bạch Đằng               | Bach Dang               | 31            | Phường  | Hải Phòng
 11488 | Lưu Kiếm                | Luu Kiem                | 31            | Phường  | Hải Phòng
 11503 | Việt Khê                | Viet Khe                | 31            | Xã      | Hải Phòng
 11506 | Lê Ích Mộc              | Le Ich Moc              | 31            | Phường  | Hải Phòng
 11533 | Hoà Bình                | Hoa Binh                | 31            | Phường  | Hải Phòng
 11542 | Nam Triệu               | Nam Trieu               | 31            | Phường  | Hải Phòng
 11557 | Thiên Hương             | Thien Huong             | 31            | Phường  | Hải Phòng
 11560 | Thuỷ Nguyên             | Thuy Nguyen             | 31            | Phường  | Hải Phòng
 11581 | An Dương                | An Duong                | 31            | Phường  | Hải Phòng
 11593 | An Phong                | An Phong                | 31            | Phường  | Hải Phòng
 11602 | Hồng An                 | Hong An                 | 31            | Phường  | Hải Phòng
 11617 | An Hải                  | An Hai                  | 31            | Phường  | Hải Phòng
 11629 | An Lão                  | An Lao                  | 31            | Xã      | Hải Phòng
 11635 | An Trường               | An Truong               | 31            | Xã      | Hải Phòng
 11647 | An Quang                | An Quang                | 31            | Xã      | Hải Phòng
 11668 | An Khánh                | An Khanh                | 31            | Xã      | Hải Phòng
 11674 | An Hưng                 | An Hung                 | 31            | Xã      | Hải Phòng
 11680 | Kiến Thuỵ               | Kien Thuy               | 31            | Xã      | Hải Phòng
 11689 | Hưng Đạo                | Hung Dao                | 31            | Phường  | Hải Phòng
 11692 | Dương Kinh              | Duong Kinh              | 31            | Phường  | Hải Phòng
 11713 | Nghi Dương              | Nghi Duong              | 31            | Xã      | Hải Phòng
 11725 | Kiến Minh               | Kien Minh               | 31            | Xã      | Hải Phòng
 11728 | Kiến Hưng               | Kien Hung               | 31            | Xã      | Hải Phòng
 11737 | Nam Đồ Sơn              | Nam Do Son              | 31            | Phường  | Hải Phòng
 11749 | Kiến Hải                | Kien Hai                | 31            | Xã      | Hải Phòng
 11755 | Tiên Lãng               | Tien Lang               | 31            | Xã      | Hải Phòng
 11761 | Quyết Thắng             | Quyet Thang             | 31            | Xã      | Hải Phòng
 11779 | Tân Minh                | Tan Minh                | 31            | Xã      | Hải Phòng
 11791 | Tiên Minh               | Tien Minh               | 31            | Xã      | Hải Phòng
 11806 | Chấn Hưng               | Chan Hung               | 31            | Xã      | Hải Phòng
 11809 | Hùng Thắng              | Hung Thang              | 31            | Xã      | Hải Phòng
 11824 | Vĩnh Bảo                | Vinh Bao                | 31            | Xã      | Hải Phòng
 11836 | Vĩnh Thịnh              | Vinh Thinh              | 31            | Xã      | Hải Phòng
 11842 | Vĩnh Thuận              | Vinh Thuan              | 31            | Xã      | Hải Phòng
 11848 | Vĩnh Hoà                | Vinh Hoa                | 31            | Xã      | Hải Phòng
 11875 | Vĩnh Hải                | Vinh Hai                | 31            | Xã      | Hải Phòng
 11887 | Vĩnh Am                 | Vinh Am                 | 31            | Xã      | Hải Phòng
 11911 | Nguyễn Bỉnh Khiêm       | Nguyen Binh Khiem       | 31            | Xã      | Hải Phòng
 11914 | Cát Hải                 | Cat Hai                 | 31            | Đặc khu | Hải Phòng
 11948 | Bạch Long Vĩ            | Bach Long Vi            | 31            | Đặc khu | Hải Phòng
 11953 | Phố Hiến                | Pho Hien                | 33            | Phường  | Hưng Yên
 11977 | Tân Hưng                | Tan Hung                | 33            | Xã      | Hưng Yên
 11980 | Hồng Châu               | Hong Chau               | 33            | Phường  | Hưng Yên
 11983 | Sơn Nam                 | Son Nam                 | 33            | Phường  | Hưng Yên
 11992 | Lạc Đạo                 | Lac Dao                 | 33            | Xã      | Hưng Yên
 11995 | Đại Đồng                | Dai Dong                | 33            | Xã      | Hưng Yên
 12004 | Như Quỳnh               | Nhu Quynh               | 33            | Xã      | Hưng Yên
 12019 | Văn Giang               | Van Giang               | 33            | Xã      | Hưng Yên
 12025 | Phụng Công              | Phung Cong              | 33            | Xã      | Hưng Yên
 12031 | Nghĩa Trụ               | Nghia Tru               | 33            | Xã      | Hưng Yên
 12049 | Mễ Sở                   | Me So                   | 33            | Xã      | Hưng Yên
 12064 | Nguyễn Văn Linh         | Nguyen Van Linh         | 33            | Xã      | Hưng Yên
 12070 | Hoàn Long               | Hoan Long               | 33            | Xã      | Hưng Yên
 12073 | Yên Mỹ                  | Yen My                  | 33            | Xã      | Hưng Yên
 12091 | Việt Yên                | Viet Yen                | 33            | Xã      | Hưng Yên
 12103 | Mỹ Hào                  | My Hao                  | 33            | Phường  | Hưng Yên
 12127 | Thượng Hồng             | Thuong Hong             | 33            | Phường  | Hưng Yên
 12133 | Đường Hào               | Duong Hao               | 33            | Phường  | Hưng Yên
 12142 | Ân Thi                  | An Thi                  | 33            | Xã      | Hưng Yên
 12148 | Phạm Ngũ Lão            | Pham Ngu Lao            | 33            | Xã      | Hưng Yên
 12166 | Xuân Trúc               | Xuan Truc               | 33            | Xã      | Hưng Yên
 12184 | Nguyễn Trãi             | Nguyen Trai             | 33            | Xã      | Hưng Yên
 12196 | Hồng Quang              | Hong Quang              | 33            | Xã      | Hưng Yên
 12205 | Khoái Châu              | Khoai Chau              | 33            | Xã      | Hưng Yên
 12223 | Triệu Việt Vương        | Trieu Viet Vuong        | 33            | Xã      | Hưng Yên
 12238 | Việt Tiến               | Viet Tien               | 33            | Xã      | Hưng Yên
 12247 | Châu Ninh               | Chau Ninh               | 33            | Xã      | Hưng Yên
 12271 | Chí Minh                | Chi Minh                | 33            | Xã      | Hưng Yên
 12280 | Lương Bằng              | Luong Bang              | 33            | Xã      | Hưng Yên
 12286 | Nghĩa Dân               | Nghia Dan               | 33            | Xã      | Hưng Yên
 12313 | Đức Hợp                 | Duc Hop                 | 33            | Xã      | Hưng Yên
 12322 | Hiệp Cường              | Hiep Cuong              | 33            | Xã      | Hưng Yên
 12337 | Hoàng Hoa Thám          | Hoang Hoa Tham          | 33            | Xã      | Hưng Yên
 12361 | Tiên Hoa                | Tien Hoa                | 33            | Xã      | Hưng Yên
 12364 | Tiên Lữ                 | Tien Lu                 | 33            | Xã      | Hưng Yên
 12391 | Quang Hưng              | Quang Hung              | 33            | Xã      | Hưng Yên
 12406 | Đoàn Đào                | Doan Dao                | 33            | Xã      | Hưng Yên
 12424 | Tiên Tiến               | Tien Tien               | 33            | Xã      | Hưng Yên
 12427 | Tống Trân               | Tong Tran               | 33            | Xã      | Hưng Yên
 12452 | Trần Hưng Đạo           | Tran Hung Dao           | 33            | Phường  | Hưng Yên
 12454 | Trần Lãm                | Tran Lam                | 33            | Phường  | Hưng Yên
 12466 | Vũ Phúc                 | Vu Phuc                 | 33            | Phường  | Hưng Yên
 12472 | Quỳnh Phụ               | Quynh Phu               | 33            | Xã      | Hưng Yên
 12499 | A Sào                   | A Sao                   | 33            | Xã      | Hưng Yên
 12511 | Minh Thọ                | Minh Tho                | 33            | Xã      | Hưng Yên
 12517 | Ngọc Lâm                | Ngoc Lam                | 33            | Xã      | Hưng Yên
 12523 | Phụ Dực                 | Phu Duc                 | 33            | Xã      | Hưng Yên
 12526 | Đồng Bằng               | Dong Bang               | 33            | Xã      | Hưng Yên
