 code  |          name           |         name_en         | province_code |  unit   | province_name 
-------+-------------------------+-------------------------+---------------+---------+---------------
 00004 | Ba Đình                 | Ba Dinh                 | 01            | Phường  | Hà Nội
 00008 | Ngọc Hà                 | Ngoc Ha                 | 01            | Phường  | Hà Nội
 00025 | Giảng Võ                | Giang Vo                | 01            | Phường  | Hà Nội
 00070 | Hoàn Kiếm               | Hoan Kiem               | 01            | Phường  | Hà Nội
 00082 | Cửa Nam                 | Cua Nam                 | 01            | Phường  | Hà Nội
 00091 | Phú Thượng              | Phu Thuong              | 01            | Phường  | Hà Nội
 00097 | Hồng Hà                 | Hong Ha                 | 01            | Phường  | Hà Nội
 00103 | Tây Hồ                  | Tay Ho                  | 01            | Phường  | Hà Nội
 00118 | Bồ Đề                   | Bo De                   | 01            | Phường  | Hà Nội
 00127 | Việt Hưng               | Viet Hung               | 01            | Phường  | Hà Nội
 00136 | Phúc Lợi                | Phuc Loi                | 01            | Phường  | Hà Nội
 00145 | Long Biên               | Long Bien               | 01            | Phường  | Hà Nội
 00160 | Nghĩa Đô                | Nghia Do                | 01            | Phường  | Hà Nội
 00166 | Cầu Giấy                | Cau Giay                | 01            | Phường  | Hà Nội
 00175 | Yên Hoà                 | Yen Hoa                 | 01            | Phường  | Hà Nội
 00190 | Ô Chợ Dừa               | O Cho Dua               | 01            | Phường  | Hà Nội
 00199 | Láng                    | Lang                    | 01            | Phường  | Hà Nội
 00226 | Văn Miếu - Quốc Tử Giám | Van Mieu - Quoc Tu Giam | 01            | Phường  | Hà Nội
 00229 | Kim Liên                | Kim Lien                | 01            | Phường  | Hà Nội
 00235 | Đống Đa                 | Dong Da                 | 01            | Phường  | Hà Nội
 00256 | Hai Bà Trưng            | Hai Ba Trung            | 01            | Phường  | Hà Nội
 00283 | Vĩnh Tuy                | Vinh Tuy                | 01            | Phường  | Hà Nội
 00292 | Bạch Mai                | Bach Mai                | 01            | Phường  | Hà Nội
 00301 | Vĩnh Hưng               | Vinh Hung               | 01            | Phường  | Hà Nội
 00316 | Định Công               | Dinh Cong               | 01            | Phường  | Hà Nội
 00322 | Tương Mai               | Tuong Mai               | 01            | Phường  | Hà Nội
 00328 | Lĩnh Nam                | Linh Nam                | 01            | Phường  | Hà Nội
 00331 | Hoàng Mai               | Hoang Mai               | 01            | Phường  | Hà Nội
 00337 | Hoàng Liệt              | Hoang Liet              | 01            | Phường  | Hà Nội
 00340 | Yên Sở                  | Yen So                  | 01            | Phường  | Hà Nội
 00352 | Phương Liệt             | Phuong Liet             | 01            | Phường  | Hà Nội
 00364 | Khương Đình             | Khuong Dinh             | 01            | Phường  | Hà Nội
 00367 | Thanh Xuân              | Thanh Xuan              | 01            | Phường  | Hà Nội
 00376 | Sóc Sơn                 | Soc Son                 | 01            | Xã      | Hà Nội
 00382 | Kim Anh                 | Kim Anh                 | 01            | Xã      | Hà Nội
 00385 | Trung Giã               | Trung Gia               | 01            | Xã      | Hà Nội
 00430 | Đa Phúc                 | Da Phuc                 | 01            | Xã      | Hà Nội
 00433 | Nội Bài                 | Noi Bai                 | 01            | Xã      | Hà Nội
 00454 | Đông Anh                | Dong Anh                | 01            | Xã      | Hà Nội
 00466 | Phúc Thịnh              | Phuc Thinh              | 01            | Xã      | Hà Nội
 00475 | Thư Lâm                 | Thu Lam                 | 01            | Xã      | Hà Nội
 00493 | Thiên Lộc               | Thien Loc               | 01            | Xã      | Hà Nội
 00508 | Vĩnh Thanh              | Vinh Thanh              | 01            | Xã      | Hà Nội
 00541 | Phù Đổng                | Phu Dong                | 01            | Xã      | Hà Nội
 00562 | Thuận An                | Thuan An                | 01            | Xã      | Hà Nội
 00565 | Gia Lâm                 | Gia Lam                 | 01            | Xã      | Hà Nội
 00577 | Bát Tràng               | Bat Trang               | 01            | Xã      | Hà Nội
 00592 | Từ Liêm                 | Tu Liem                 | 01            | Phường  | Hà Nội
 00598 | Thượng Cát              | Thuong Cat              | 01            | Phường  | Hà Nội
 00602 | Đông Ngạc               | Dong Ngac               | 01            | Phường  | Hà Nội
 00611 | Xuân Đỉnh               | Xuan Dinh               | 01            | Phường  | Hà Nội
 00613 | Tây Tựu                 | Tay Tuu                 | 01            | Phường  | Hà Nội
 00619 | Phú Diễn                | Phu Dien                | 01            | Phường  | Hà Nội
 00622 | Xuân Phương             | Xuan Phuong             | 01            | Phường  | Hà Nội
 00634 | Tây Mỗ                  | Tay Mo                  | 01            | Phường  | Hà Nội
 00637 | Đại Mỗ                  | Dai Mo                  | 01            | Phường  | Hà Nội
 00640 | Thanh Trì               | Thanh Tri               | 01            | Xã      | Hà Nội
 00643 | Thanh Liệt              | Thanh Liet              | 01            | Phường  | Hà Nội
 00664 | Đại Thanh               | Dai Thanh               | 01            | Xã      | Hà Nội
 00679 | Ngọc Hồi                | Ngoc Hoi                | 01            | Xã      | Hà Nội
 00685 | Nam Phù                 | Nam Phu                 | 01            | Xã      | Hà Nội
 04930 | Yên Xuân                | Yen Xuan                | 01            | Xã      | Hà Nội
 08974 | Quang Minh              | Quang Minh              | 01            | Xã      | Hà Nội
 08980 | Yên Lãng                | Yen Lang                | 01            | Xã      | Hà Nội
 08995 | Tiến Thắng              | Tien Thang              | 01            | Xã      | Hà Nội
 09022 | Mê Linh                 | Me Linh                 | 01            | Xã      | Hà Nội
 09552 | Kiến Hưng               | Kien Hung               | 01            | Phường  | Hà Nội
 09556 | Hà Đông                 | Ha Dong                 | 01            | Phường  | Hà Nội
 09562 | Yên Nghĩa               | Yen Nghia               | 01            | Phường  | Hà Nội
 09568 | Phú Lương               | Phu Luong               | 01            | Phường  | Hà Nội
 09574 | Sơn Tây                 | Son Tay                 | 01            | Phường  | Hà Nội
 09604 | Tùng Thiện              | Tung Thien              | 01            | Phường  | Hà Nội
 09616 | Đoài Phương             | Doai Phuong             | 01            | Xã      | Hà Nội
 09619 | Quảng Oai               | Quang Oai               | 01            | Xã      | Hà Nội
 09634 | Cổ Đô                   | Co Do                   | 01            | Xã      | Hà Nội
 09661 | Minh Châu               | Minh Chau               | 01            | Xã      | Hà Nội
 09664 | Vật Lại                 | Vat Lai                 | 01            | Xã      | Hà Nội
 09676 | Bất Bạt                 | Bat Bat                 | 01            | Xã      | Hà Nội
 09694 | Suối Hai                | Suoi Hai                | 01            | Xã      | Hà Nội
 09700 | Ba Vì                   | Ba Vi                   | 01            | Xã      | Hà Nội
 09706 | Yên Bài                 | Yen Bai                 | 01            | Xã      | Hà Nội
 09715 | Phúc Thọ                | Phuc Tho                | 01            | Xã      | Hà Nội
 09739 | Phúc Lộc                | Phuc Loc                | 01            | Xã      | Hà Nội
 09772 | Hát Môn                 | Hat Mon                 | 01            | Xã      | Hà Nội
 09784 | Đan Phượng              | Dan Phuong              | 01            | Xã      | Hà Nội
 09787 | Liên Minh               | Lien Minh               | 01            | Xã      | Hà Nội
 09817 | Ô Diên                  | O Dien                  | 01            | Xã      | Hà Nội
 09832 | Hoài Đức                | Hoai Duc                | 01            | Xã      | Hà Nội
 09856 | Dương Hoà               | Duong Hoa               | 01            | Xã      | Hà Nội
 09871 | Sơn Đồng                | Son Dong                | 01            | Xã      | Hà Nội
 09877 | An Khánh                | An Khanh                | 01            | Xã      | Hà Nội
 09886 | Dương Nội               | Duong Noi               | 01            | Phường  | Hà Nội
 09895 | Quốc Oai                | Quoc Oai                | 01            | Xã      | Hà Nội
 09910 | Kiều Phú                | Kieu Phu                | 01            | Xã      | Hà Nội
 09931 | Hưng Đạo                | Hung Dao                | 01            | Xã      | Hà Nội
 09952 | Phú Cát                 | Phu Cat                 | 01            | Xã      | Hà Nội
 09955 | Thạch Thất              | Thach That              | 01            | Xã      | Hà Nội
 09982 | Hạ Bằng                 | Ha Bang                 | 01            | Xã      | Hà Nội
 09988 | Hoà Lạc                 | Hoa Lac                 | 01            | Xã      | Hà Nội
 10003 | Tây Phương              | Tay Phuong              | 01            | Xã      | Hà Nội
 10015 | Chương Mỹ               | Chuong My               | 01            | Phường  | Hà Nội
 10030 | Phú Nghĩa               | Phu Nghia               | 01            | Xã      | Hà Nội
 10045 | Xuân Mai                | Xuan Mai                | 01            | Xã      | Hà Nội
 10072 | Quảng Bị                | Quang Bi                | 01            | Xã      | Hà Nội
 10081 | Trần Phú                | Tran Phu                | 01            | Xã      | Hà Nội
 10096 | Hoà Phú                 | Hoa Phu                 | 01            | Xã      | Hà Nội
 10114 | Thanh Oai               | Thanh Oai               | 01            | Xã      | Hà Nội
 10126 | Bình Minh               | Binh Minh               | 01            | Xã      | Hà Nội
 10144 | Tam Hưng                | Tam Hung                | 01            | Xã      | Hà Nội
 10180 | Dân Hoà                 | Dan Hoa                 | 01            | Xã      | Hà Nội
 10183 | Thường Tín              | Thuong Tin              | 01            | Xã      | Hà Nội
 10210 | Hồng Vân                | Hong Van                | 01            | Xã      | Hà Nội
 10231 | Thượng Phúc             | Thuong Phuc             | 01            | Xã      | Hà Nội
 10237 | Chương Dương            | Chuong Duong            | 01            | Xã      | Hà Nội
 10273 | Phú Xuyên               | Phu Xuyen               | 01            | Xã      | Hà Nội
 10279 | Phượng Dực              | Phuong Duc              | 01            | Xã      | Hà Nội
 10330 | Chuyên Mỹ               | Chuyen My               | 01            | Xã      | Hà Nội
 10342 | Đại Xuyên               | Dai Xuyen               | 01            | Xã      | Hà Nội
 10354 | Vân Đình                | Van Dinh                | 01            | Xã      | Hà Nội
 10369 | Ứng Thiên               | Ung Thien               | 01            | Xã      | Hà Nội
 10402 | Ứng Hoà                 | Ung Hoa                 | 01            | Xã      | Hà Nội
 10417 | Hoà Xá                  | Hoa Xa                  | 01            | Xã      | Hà Nội
 10441 | Mỹ Đức                  | My Duc                  | 01            | Xã      | Hà Nội
 10459 | Phúc Sơn                | Phuc Son                | 01            | Xã      | Hà Nội
 10465 | Hồng Sơn                | Hong Son                | 01            | Xã      | Hà Nội
 10489 | Hương Sơn               | Huong Son               | 01            | Xã      | Hà Nội
 01273 | Thục Phán               | Thuc Phan               | 04            | Phường  | Cao Bằng
 01279 | Nùng Trí Cao            | Nung Tri Cao            | 04            | Phường  | Cao Bằng
 01288 | Tân Giang               | Tan Giang               | 04            | Phường  | Cao Bằng
 01290 | Bảo Lâm                 | Bao Lam                 | 04            | Xã      | Cao Bằng
 01294 | Lý Bôn                  | Ly Bon                  | 04            | Xã      | Cao Bằng
 01297 | Nam Quang               | Nam Quang               | 04            | Xã      | Cao Bằng
 01304 | Quảng Lâm               | Quang Lam               | 04            | Xã      | Cao Bằng
 01318 | Yên Thổ                 | Yen Tho                 | 04            | Xã      | Cao Bằng
 01321 | Bảo Lạc                 | Bao Lac                 | 04            | Xã      | Cao Bằng
 01324 | Cốc Pàng                | Coc Pang                | 04            | Xã      | Cao Bằng
 01327 | Cô Ba                   | Co Ba                   | 04            | Xã      | Cao Bằng
 01336 | Khánh Xuân              | Khanh Xuan              | 04            | Xã      | Cao Bằng
 01339 | Xuân Trường             | Xuan Truong             | 04            | Xã      | Cao Bằng
 01351 | Hưng Đạo                | Hung Dao                | 04            | Xã      | Cao Bằng
 01354 | Huy Giáp                | Huy Giap                | 04            | Xã      | Cao Bằng
 01360 | Sơn Lộ                  | Son Lo                  | 04            | Xã      | Cao Bằng
 01363 | Thông Nông              | Thong Nong              | 04            | Xã      | Cao Bằng
 01366 | Cần Yên                 | Can Yen                 | 04            | Xã      | Cao Bằng
 01387 | Thanh Long              | Thanh Long              | 04            | Xã      | Cao Bằng
 01392 | Trường Hà               | Truong Ha               | 04            | Xã      | Cao Bằng
 01393 | Lũng Nặm                | Lung Nam                | 04            | Xã      | Cao Bằng
 01414 | Tổng Cọt                | Tong Cot                | 04            | Xã      | Cao Bằng
 01438 | Hà Quảng                | Ha Quang                | 04            | Xã      | Cao Bằng
 01447 | Trà Lĩnh                | Tra Linh                | 04            | Xã      | Cao Bằng
 01456 | Quang Hán               | Quang Han               | 04            | Xã      | Cao Bằng
 01465 | Quang Trung             | Quang Trung             | 04            | Xã      | Cao Bằng
 01477 | Trùng Khánh             | Trung Khanh             | 04            | Xã      | Cao Bằng
 01489 | Đình Phong              | Dinh Phong              | 04            | Xã      | Cao Bằng
 01501 | Đàm Thuỷ                | Dam Thuy                | 04            | Xã      | Cao Bằng
 01525 | Đoài Dương              | Doai Duong              | 04            | Xã      | Cao Bằng
 01537 | Lý Quốc                 | Ly Quoc                 | 04            | Xã      | Cao Bằng
 01552 | Quang Long              | Quang Long              | 04            | Xã      | Cao Bằng
 01558 | Hạ Lang                 | Ha Lang                 | 04            | Xã      | Cao Bằng
 01561 | Vinh Quý                | Vinh Quy                | 04            | Xã      | Cao Bằng
 01576 | Quảng Uyên              | Quang Uyen              | 04            | Xã      | Cao Bằng
 01594 | Độc Lập                 | Doc Lap                 | 04            | Xã      | Cao Bằng
 01618 | Hạnh Phúc               | Hanh Phuc               | 04            | Xã      | Cao Bằng
 01636 | Bế Văn Đàn              | Be Van Dan              | 04            | Xã      | Cao Bằng
 01648 | Phục Hoà                | Phuc Hoa                | 04            | Xã      | Cao Bằng
 01654 | Hoà An                  | Hoa An                  | 04            | Xã      | Cao Bằng
 01660 | Nam Tuấn                | Nam Tuan                | 04            | Xã      | Cao Bằng
 01699 | Nguyễn Huệ              | Nguyen Hue              | 04            | Xã      | Cao Bằng
 01708 | Bạch Đằng               | Bach Dang               | 04            | Xã      | Cao Bằng
 01726 | Nguyên Bình             | Nguyen Binh             | 04            | Xã      | Cao Bằng
 01729 | Tĩnh Túc                | Tinh Tuc                | 04            | Xã      | Cao Bằng
 01738 | Ca Thành                | Ca Thanh                | 04            | Xã      | Cao Bằng
 01747 | Minh Tâm                | Minh Tam                | 04            | Xã      | Cao Bằng
 01768 | Phan Thanh              | Phan Thanh              | 04            | Xã      | Cao Bằng
 01774 | Tam Kim                 | Tam Kim                 | 04            | Xã      | Cao Bằng
 01777 | Thành Công              | Thanh Cong              | 04            | Xã      | Cao Bằng
 01786 | Đông Khê                | Dong Khe                | 04            | Xã      | Cao Bằng
 01789 | Canh Tân                | Canh Tan                | 04            | Xã      | Cao Bằng
 01792 | Kim Đồng                | Kim Dong                | 04            | Xã      | Cao Bằng
 01795 | Minh Khai               | Minh Khai               | 04            | Xã      | Cao Bằng
 01807 | Thạch An                | Thach An                | 04            | Xã      | Cao Bằng
 01822 | Đức Long                | Duc Long                | 04            | Xã      | Cao Bằng
 00691 | Hà Giang 2              | Ha Giang 2              | 08            | Phường  | Tuyên Quang
 00694 | Hà Giang 1              | Ha Giang 1              | 08            | Phường  | Tuyên Quang
 00700 | Ngọc Đường              | Ngoc Duong              | 08            | Xã      | Tuyên Quang
 00706 | Phú Linh                | Phu Linh                | 08            | Xã      | Tuyên Quang
 00715 | Lũng Cú                 | Lung Cu                 | 08            | Xã      | Tuyên Quang
 00721 | Đồng Văn                | Dong Van                | 08            | Xã      | Tuyên Quang
 00733 | Sà Phìn                 | Sa Phin                 | 08            | Xã      | Tuyên Quang
 00745 | Phố Bảng                | Pho Bang                | 08            | Xã      | Tuyên Quang
 00763 | Lũng Phìn               | Lung Phin               | 08            | Xã      | Tuyên Quang
 00769 | Mèo Vạc                 | Meo Vac                 | 08            | Xã      | Tuyên Quang
 00778 | Sơn Vĩ                  | Son Vi                  | 08            | Xã      | Tuyên Quang
 00787 | Sủng Máng               | Sung Mang               | 08            | Xã      | Tuyên Quang
 00802 | Khâu Vai                | Khau Vai                | 08            | Xã      | Tuyên Quang
 00808 | Tát Ngà                 | Tat Nga                 | 08            | Xã      | Tuyên Quang
 00817 | Niêm Sơn                | Niem Son                | 08            | Xã      | Tuyên Quang
 00820 | Yên Minh                | Yen Minh                | 08            | Xã      | Tuyên Quang
 00829 | Thắng Mố                | Thang Mo                | 08            | Xã      | Tuyên Quang
 00832 | Bạch Đích               | Bach Dich               | 08            | Xã      | Tuyên Quang
 00847 | Mậu Duệ                 | Mau Due                 | 08            | Xã      | Tuyên Quang
 00859 | Ngọc Long               | Ngoc Long               | 08            | Xã      | Tuyên Quang
 00865 | Đường Thượng            | Duong Thuong            | 08            | Xã      | Tuyên Quang
 00871 | Du Già                  | Du Gia                  | 08            | Xã      | Tuyên Quang
 00874 | Quản Bạ                 | Quan Ba                 | 08            | Xã      | Tuyên Quang
 00883 | Cán Tỷ                  | Can Ty                  | 08            | Xã      | Tuyên Quang
 00889 | Nghĩa Thuận             | Nghia Thuan             | 08            | Xã      | Tuyên Quang
 00892 | Tùng Vài                | Tung Vai                | 08            | Xã      | Tuyên Quang
 00901 | Lùng Tám                | Lung Tam                | 08            | Xã      | Tuyên Quang
 00913 | Vị Xuyên                | Vi Xuyen                | 08            | Xã      | Tuyên Quang
 00919 | Minh Tân                | Minh Tan                | 08            | Xã      | Tuyên Quang
 00922 | Thuận Hoà               | Thuan Hoa               | 08            | Xã      | Tuyên Quang
 00925 | Tùng Bá                 | Tung Ba                 | 08            | Xã      | Tuyên Quang
 00928 | Thanh Thuỷ              | Thanh Thuy              | 08            | Xã      | Tuyên Quang
 00937 | Lao Chải                | Lao Chai                | 08            | Xã      | Tuyên Quang
 00952 | Cao Bồ                  | Cao Bo                  | 08            | Xã      | Tuyên Quang
 00958 | Thượng Sơn              | Thuong Son              | 08            | Xã      | Tuyên Quang
 00967 | Việt Lâm                | Viet Lam                | 08            | Xã      | Tuyên Quang
 00970 | Linh Hồ                 | Linh Ho                 | 08            | Xã      | Tuyên Quang
 00976 | Bạch Ngọc               | Bach Ngoc               | 08            | Xã      | Tuyên Quang
 00982 | Minh Sơn                | Minh Son                | 08            | Xã      | Tuyên Quang
 00985 | Giáp Trung              | Giap Trung              | 08            | Xã      | Tuyên Quang
 00991 | Bắc Mê                  | Bac Me                  | 08            | Xã      | Tuyên Quang
 00994 | Minh Ngọc               | Minh Ngoc               | 08            | Xã      | Tuyên Quang
 01006 | Yên Cường               | Yen Cuong               | 08            | Xã      | Tuyên Quang
 01012 | Đường Hồng              | Duong Hong              | 08            | Xã      | Tuyên Quang
 01021 | Hoàng Su Phì            | Hoang Su Phi            | 08            | Xã      | Tuyên Quang
 01024 | Bản Máy                 | Ban May                 | 08            | Xã      | Tuyên Quang
 01033 | Thàng Tín               | Thang Tin               | 08            | Xã      | Tuyên Quang
 01051 | Tân Tiến                | Tan Tien                | 08            | Xã      | Tuyên Quang
 01057 | Pờ Ly Ngài              | Po Ly Ngai              | 08            | Xã      | Tuyên Quang
 01075 | Nậm Dịch                | Nam Dich                | 08            | Xã      | Tuyên Quang
 01084 | Hồ Thầu                 | Ho Thau                 | 08            | Xã      | Tuyên Quang
 01090 | Thông Nguyên            | Thong Nguyen            | 08            | Xã      | Tuyên Quang
 01096 | Pà Vầy Sủ               | Pa Vay Su               | 08            | Xã      | Tuyên Quang
 01108 | Xín Mần                 | Xin Man                 | 08            | Xã      | Tuyên Quang
 01117 | Trung Thịnh             | Trung Thinh             | 08            | Xã      | Tuyên Quang
 01141 | Nấm Dẩn                 | Nam Dan                 | 08            | Xã      | Tuyên Quang
 01144 | Quảng Nguyên            | Quang Nguyen            | 08            | Xã      | Tuyên Quang
 01147 | Khuôn Lùng              | Khuon Lung              | 08            | Xã      | Tuyên Quang
 01153 | Bắc Quang               | Bac Quang               | 08            | Xã      | Tuyên Quang
 01156 | Vĩnh Tuy                | Vinh Tuy                | 08            | Xã      | Tuyên Quang
 01165 | Đồng Tâm                | Dong Tam                | 08            | Xã      | Tuyên Quang
 01171 | Tân Quang               | Tan Quang               | 08            | Xã      | Tuyên Quang
 01180 | Bằng Hành               | Bang Hanh               | 08            | Xã      | Tuyên Quang
 01192 | Liên Hiệp               | Lien Hiep               | 08            | Xã      | Tuyên Quang
 01201 | Hùng An                 | Hung An                 | 08            | Xã      | Tuyên Quang
 01216 | Đồng Yên                | Dong Yen                | 08            | Xã      | Tuyên Quang
 01225 | Tiên Nguyên             | Tien Nguyen             | 08            | Xã      | Tuyên Quang
 01234 | Yên Thành               | Yen Thanh               | 08            | Xã      | Tuyên Quang
 01237 | Quang Bình              | Quang Binh              | 08            | Xã      | Tuyên Quang
 01243 | Tân Trịnh               | Tan Trinh               | 08            | Xã      | Tuyên Quang
 01246 | Bằng Lang               | Bang Lang               | 08            | Xã      | Tuyên Quang
 01255 | Xuân Giang              | Xuan Giang              | 08            | Xã      | Tuyên Quang
 01261 | Tiên Yên                | Tien Yen                | 08            | Xã      | Tuyên Quang
 02212 | Nông Tiến               | Nong Tien               | 08            | Phường  | Tuyên Quang
 02215 | Minh Xuân               | Minh Xuan               | 08            | Phường  | Tuyên Quang
 02221 | Nà Hang                 | Na Hang                 | 08            | Xã      | Tuyên Quang
 02239 | Thượng Nông             | Thuong Nong             | 08            | Xã      | Tuyên Quang
 02245 | Côn Lôn                 | Con Lon                 | 08            | Xã      | Tuyên Quang
 02248 | Yên Hoa                 | Yen Hoa                 | 08            | Xã      | Tuyên Quang
 02260 | Hồng Thái               | Hong Thai               | 08            | Xã      | Tuyên Quang
 02266 | Lâm Bình                | Lam Binh                | 08            | Xã      | Tuyên Quang
 02269 | Thượng Lâm              | Thuong Lam              | 08            | Xã      | Tuyên Quang
 02287 | Chiêm Hoá               | Chiem Hoa               | 08            | Xã      | Tuyên Quang
 02296 | Bình An                 | Binh An                 | 08            | Xã      | Tuyên Quang
 02302 | Minh Quang              | Minh Quang              | 08            | Xã      | Tuyên Quang
 02305 | Trung Hà                | Trung Ha                | 08            | Xã      | Tuyên Quang
 02308 | Tân Mỹ                  | Tan My                  | 08            | Xã      | Tuyên Quang
 02317 | Yên Lập                 | Yen Lap                 | 08            | Xã      | Tuyên Quang
 02320 | Tân An                  | Tan An                  | 08            | Xã      | Tuyên Quang
 02332 | Kiên Đài                | Kien Dai                | 08            | Xã      | Tuyên Quang
 02350 | Kim Bình                | Kim Binh                | 08            | Xã      | Tuyên Quang
 02353 | Hoà An                  | Hoa An                  | 08            | Xã      | Tuyên Quang
 02359 | Tri Phú                 | Tri Phu                 | 08            | Xã      | Tuyên Quang
 02365 | Yên Nguyên              | Yen Nguyen              | 08            | Xã      | Tuyên Quang
 02374 | Hàm Yên                 | Ham Yen                 | 08            | Xã      | Tuyên Quang
 02380 | Bạch Xa                 | Bach Xa                 | 08            | Xã      | Tuyên Quang
 02392 | Phù Lưu                 | Phu Luu                 | 08            | Xã      | Tuyên Quang
 02398 | Yên Phú                 | Yen Phu                 | 08            | Xã      | Tuyên Quang
 02404 | Bình Xa                 | Binh Xa                 | 08            | Xã      | Tuyên Quang
 02407 | Thái Sơn                | Thai Son                | 08            | Xã      | Tuyên Quang
 02419 | Thái Hoà                | Thai Hoa                | 08            | Xã      | Tuyên Quang
 02425 | Hùng Đức                | Hung Duc                | 08            | Xã      | Tuyên Quang
 02434 | Lực Hành                | Luc Hanh                | 08            | Xã      | Tuyên Quang
 02437 | Kiến Thiết              | Kien Thiet              | 08            | Xã      | Tuyên Quang
 02449 | Xuân Vân                | Xuan Van                | 08            | Xã      | Tuyên Quang
 02455 | Hùng Lợi                | Hung Loi                | 08            | Xã      | Tuyên Quang
 02458 | Trung Sơn               | Trung Son               | 08            | Xã      | Tuyên Quang
 02470 | Tân Long                | Tan Long                | 08            | Xã      | Tuyên Quang
 02473 | Yên Sơn                 | Yen Son                 | 08            | Xã      | Tuyên Quang
 02494 | Thái Bình               | Thai Binh               | 08            | Xã      | Tuyên Quang
 02509 | Mỹ Lâm                  | My Lam                  | 08            | Phường  | Tuyên Quang
 02512 | An Tường                | An Tuong                | 08            | Phường  | Tuyên Quang
 02524 | Bình Thuận              | Binh Thuan              | 08            | Phường  | Tuyên Quang
 02530 | Nhữ Khê                 | Nhu Khe                 | 08            | Xã      | Tuyên Quang
 02536 | Sơn Dương               | Son Duong               | 08            | Xã      | Tuyên Quang
 02545 | Tân Trào                | Tan Trao                | 08            | Xã      | Tuyên Quang
 02548 | Bình Ca                 | Binh Ca                 | 08            | Xã      | Tuyên Quang
 02554 | Minh Thanh              | Minh Thanh              | 08            | Xã      | Tuyên Quang
 02572 | Đông Thọ                | Dong Tho                | 08            | Xã      | Tuyên Quang
 02578 | Tân Thanh               | Tan Thanh               | 08            | Xã      | Tuyên Quang
 02608 | Hồng Sơn                | Hong Son                | 08            | Xã      | Tuyên Quang
 02611 | Phú Lương               | Phu Luong               | 08            | Xã      | Tuyên Quang
 02620 | Sơn Thuỷ                | Son Thuy                | 08            | Xã      | Tuyên Quang
 02623 | Trường Sinh             | Truong Sinh             | 08            | Xã      | Tuyên Quang
 03127 | Điện Biên Phủ           | Dien Bien Phu           | 11            | Phường  | Điện Biên
 03151 | Mường Lay               | Muong Lay               | 11            | Phường  | Điện Biên
 03158 | Sín Thầu                | Sin Thau                | 11            | Xã      | Điện Biên
 03160 | Mường Nhé               | Muong Nhe               | 11            | Xã      | Điện Biên
 03162 | Nậm Kè                  | Nam Ke                  | 11            | Xã      | Điện Biên
 03163 | Mường Toong             | Muong Toong             | 11            | Xã      | Điện Biên
 03164 | Quảng Lâm               | Quang Lam               | 11            | Xã      | Điện Biên
 03166 | Mường Chà               | Muong Cha               | 11            | Xã      | Điện Biên
 03169 | Nà Hỳ                   | Na Hy                   | 11            | Xã      | Điện Biên
 03172 | Na Sang                 | Na Sang                 | 11            | Xã      | Điện Biên
 03175 | Chà Tở                  | Cha To                  | 11            | Xã      | Điện Biên
 03176 | Nà Bủng                 | Na Bung                 | 11            | Xã      | Điện Biên
 03181 | Mường Tùng              | Muong Tung              | 11            | Xã      | Điện Biên
 03193 | Pa Ham                  | Pa Ham                  | 11            | Xã      | Điện Biên
 03194 | Nậm Nèn                 | Nam Nen                 | 11            | Xã      | Điện Biên
 03199 | Si Pa Phìn              | Si Pa Phin              | 11            | Xã      | Điện Biên
 03202 | Mường Pồn               | Muong Pon               | 11            | Xã      | Điện Biên
 03203 | Na Son                  | Na Son                  | 11            | Xã      | Điện Biên
 03208 | Xa Dung                 | Xa Dung                 | 11            | Xã      | Điện Biên
 03214 | Mường Luân              | Muong Luan              | 11            | Xã      | Điện Biên
 03217 | Tủa Chùa                | Tua Chua                | 11            | Xã      | Điện Biên
 03220 | Tủa Thàng               | Tua Thang               | 11            | Xã      | Điện Biên
 03226 | Sín Chải                | Sin Chai                | 11            | Xã      | Điện Biên
 03241 | Sính Phình              | Sinh Phinh              | 11            | Xã      | Điện Biên
 03244 | Sáng Nhè                | Sang Nhe                | 11            | Xã      | Điện Biên
 03253 | Tuần Giáo               | Tuan Giao               | 11            | Xã      | Điện Biên
 03256 | Mường Ảng               | Muong Ang               | 11            | Xã      | Điện Biên
 03260 | Pú Nhung                | Pu Nhung                | 11            | Xã      | Điện Biên
 03268 | Mường Mùn               | Muong Mun               | 11            | Xã      | Điện Biên
 03283 | Chiềng Sinh             | Chieng Sinh             | 11            | Xã      | Điện Biên
 03295 | Quài Tở                 | Quai To                 | 11            | Xã      | Điện Biên
 03301 | Búng Lao                | Bung Lao                | 11            | Xã      | Điện Biên
 03313 | Mường Lạn               | Muong Lan               | 11            | Xã      | Điện Biên
 03316 | Nà Tấu                  | Na Tau                  | 11            | Xã      | Điện Biên
 03325 | Mường Phăng             | Muong Phang             | 11            | Xã      | Điện Biên
 03328 | Thanh Nưa               | Thanh Nua               | 11            | Xã      | Điện Biên
 03334 | Mường Thanh             | Muong Thanh             | 11            | Phường  | Điện Biên
 03349 | Thanh Yên               | Thanh Yen               | 11            | Xã      | Điện Biên
 03352 | Thanh An                | Thanh An                | 11            | Xã      | Điện Biên
 03356 | Sam Mứn                 | Sam Mun                 | 11            | Xã      | Điện Biên
 03358 | Núa Ngam                | Nua Ngam                | 11            | Xã      | Điện Biên
 03368 | Mường Nhà               | Muong Nha               | 11            | Xã      | Điện Biên
 03370 | Pu Nhi                  | Pu Nhi                  | 11            | Xã      | Điện Biên
