Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp,Tên Tiếng Anh
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Vạn Ninh,09457,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Thái Bảo,09460,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Giang Sơn,09463,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Cao Đức,09466,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Đại Lai,09469,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Song Giang,09472,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Bình Dương,09475,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Lãng Ngâm,09478,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Nhân Thắng,09481,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Xuân Lai,09484,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Đông Cứu,09487,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Đại Bái,09490,Xã,
Tỉnh Bắc Ninh,27,Huyện Gia Bình,263,Xã Quỳnh Phú,09493,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Thị trấn Thứa,09496,Thị trấn,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã An Thịnh,09499,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Trung Kênh,09502,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Phú Hòa,09505,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Mỹ Hương,09508,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Tân Lãng,09511,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Quảng Phú,09514,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Trừng Xá,09517,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Lai Hạ,09520,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Trung Chính,09523,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Minh Tân,09526,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Bình Định,09529,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Phú Lương,09532,Xã,
Tỉnh Bắc Ninh,27,Huyện Lương Tài,264,Xã Lâm Thao,09535,Xã,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Cẩm Thượng,10507,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Bình Hàn,10510,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Ngọc Châu,10513,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Nhị Châu,10514,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Quang Trung,10516,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Nguyễn Trãi,10519,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Phạm Ngũ Lão,10522,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Trần Hưng Đạo,10525,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Trần Phú,10528,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Thanh Bình,10531,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Tân Bình,10532,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Lê Thanh Nghị,10534,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Hải Tân,10537,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Tứ Minh,10540,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Việt Hoà,10543,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Ái Quốc,10660,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Xã An Thượng,10663,Xã,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Nam Đồng,10672,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Xã Quyết Thắng,10822,Xã,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Xã Tiền Tiến,10837,Xã,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Thạch Khôi,11002,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Xã Liên Hồng,11005,Xã,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Phường Tân Hưng,11011,Phường,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Xã Gia Xuyên,11017,Xã,
Tỉnh Hải Dương,30,Thành phố Hải Dương,288,Xã Ngọc Sơn,11077,Xã,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Phả Lại,10546,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Sao Đỏ,10549,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Bến Tắm,10552,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Xã Hoàng Hoa Thám,10555,Xã,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Xã Bắc An,10558,Xã,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Xã Hưng Đạo,10561,Xã,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Xã Lê Lợi,10564,Xã,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Hoàng Tiến,10567,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Cộng Hoà,10570,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Hoàng Tân,10573,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Cổ Thành,10576,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Văn An,10579,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Chí Minh,10582,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Văn Đức,10585,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Thái Học,10588,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Xã Nhân Huệ,10591,Xã,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường An Lạc,10594,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Đồng Lạc,10600,Phường,
Tỉnh Hải Dương,30,Thành phố Chí Linh,290,Phường Tân Dân,10603,Phường,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Thị trấn Nam Sách,10606,Thị trấn,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Nam Hưng,10609,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Nam Tân,10612,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Hợp Tiến,10615,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Hiệp Cát,10618,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Thanh Quang,10621,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Quốc Tuấn,10624,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Nam Chính,10627,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã An Bình,10630,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Nam Trung,10633,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã An Sơn,10636,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Cộng Hòa,10639,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Thái Tân,10642,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã An Lâm,10645,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Phú Điền,10648,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Nam Hồng,10651,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Hồng Phong,10654,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Đồng Lạc,10657,Xã,
Tỉnh Hải Dương,30,Huyện Nam Sách,291,Xã Minh Tân,10666,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường An Lưu,10675,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Bạch Đằng,10678,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Thất Hùng,10681,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Lê Ninh,10684,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Hoành Sơn,10687,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Phạm Thái,10693,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Duy Tân,10696,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Tân Dân,10699,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Minh Tân,10702,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Quang Thành,10705,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Hiệp Hòa,10708,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Phú Thứ,10714,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Thăng Long,10717,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Lạc Long,10720,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường An Sinh,10723,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Hiệp Sơn,10726,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Thượng Quận,10729,Xã,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường An Phụ,10732,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Hiệp An,10735,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Long Xuyên,10738,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Thái Thịnh,10741,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Phường Hiến Thành,10744,Phường,
Tỉnh Hải Dương,30,Thị xã Kinh Môn,292,Xã Minh Hòa,10747,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Thị trấn Phú Thái,10750,Thị trấn,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Lai Vu,10753,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Cộng Hòa,10756,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Thượng Vũ,10759,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Cổ Dũng,10762,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Tuấn Việt,10768,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Kim Xuyên,10771,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Phúc Thành A,10774,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Ngũ Phúc,10777,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Kim Anh,10780,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Kim Liên,10783,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Kim Tân,10786,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Kim Đính,10792,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Bình Dân,10798,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Tam Kỳ,10801,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Đồng Cẩm,10804,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Liên Hòa,10807,Xã,
Tỉnh Hải Dương,30,Huyện Kim Thành,293,Xã Đại Đức,10810,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Thị trấn Thanh Hà,10813,Thị trấn,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Hồng Lạc,10816,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Việt Hồng,10819,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Tân Việt,10825,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Cẩm Chế,10828,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh An,10831,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Lang,10834,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Tân An,10840,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Liên Mạc,10843,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Hải,10846,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Khê,10849,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Xá,10852,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Xuân,10855,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Thủy,10861,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã An Phượng,10864,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Sơn,10867,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Quang,10876,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Hồng,10879,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Thanh Cường,10882,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Hà,294,Xã Vĩnh Lập,10885,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Thị trấn Cẩm Giang,10888,Thị trấn,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Thị trấn Lai Cách,10891,Thị trấn,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Hưng,10894,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Hoàng,10897,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Văn,10900,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Ngọc Liên,10903,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Thạch Lỗi,10906,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Vũ,10909,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Đức Chính,10912,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Định Sơn,10918,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Lương Điền,10924,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cao An,10927,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Tân Trường,10930,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Phúc,10933,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Điền,10936,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Đông,10939,Xã,
Tỉnh Hải Dương,30,Huyện Cẩm Giàng,295,Xã Cẩm Đoài,10942,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Thị trấn Kẻ Sặt,10945,Thị trấn,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Vĩnh Hưng,10951,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Hùng Thắng,10954,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Vĩnh Hồng,10960,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Long Xuyên,10963,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Tân Việt,10966,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Thúc Kháng,10969,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Tân Hồng,10972,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Bình Minh,10975,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Hồng Khê,10978,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Thái Học,10981,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Cổ Bì,10984,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Nhân Quyền,10987,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Thái Dương,10990,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Thái Hòa,10993,Xã,
Tỉnh Hải Dương,30,Huyện Bình Giang,296,Xã Bình Xuyên,10996,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Thị trấn Gia Lộc,10999,Thị trấn,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Thống Nhất,11008,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Yết Kiêu,11020,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Gia Tân,11029,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Tân Tiến,11032,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Gia Khánh,11035,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Gia Lương,11038,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Lê Lợi,11041,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Toàn Thắng,11044,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Hoàng Diệu,11047,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Hồng Hưng,11050,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Phạm Trấn,11053,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Đoàn Thượng,11056,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Thống Kênh,11059,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Quang Minh,11062,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Đồng Quang,11065,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Nhật Tân,11068,Xã,
Tỉnh Hải Dương,30,Huyện Gia Lộc,297,Xã Đức Xương,11071,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Thị trấn Tứ Kỳ,11074,Thị trấn,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Đại Sơn,11083,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Hưng Đạo,11086,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Ngọc Kỳ,11089,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Bình Lăng,11092,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Chí Minh,11095,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Tái Sơn,11098,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Quang Phục,11101,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Dân Chủ,11110,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Tân Kỳ,11113,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Quang Khải,11116,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Đại Hợp,11119,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Quảng Nghiệp,11122,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã An Thanh,11125,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Minh Đức,11128,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Văn Tố,11131,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Quang Trung,11134,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Phượng Kỳ,11137,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Cộng Lạc,11140,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Tiên Động,11143,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Nguyên Giáp,11146,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Hà Kỳ,11149,Xã,
Tỉnh Hải Dương,30,Huyện Tứ Kỳ,298,Xã Hà Thanh,11152,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Thị trấn Ninh Giang,11155,Thị trấn,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Ứng Hoè,11161,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Nghĩa An,11164,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Hồng Đức,11167,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã An Đức,11173,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Vạn Phúc,11176,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Tân Hương,11179,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Vĩnh Hòa,11185,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Đông Xuyên,11188,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Tân Phong,11197,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Ninh Hải,11200,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Đồng Tâm,11203,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Tân Quang,11206,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Kiến Quốc,11209,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Hồng Dụ,11215,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Văn Hội,11218,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Hồng Phong,11224,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Hiệp Lực,11227,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Hồng Phúc,11230,Xã,
Tỉnh Hải Dương,30,Huyện Ninh Giang,299,Xã Hưng Long,11233,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Thị trấn Thanh Miện,11239,Thị trấn,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Thanh Tùng,11242,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Phạm Kha,11245,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Ngô Quyền,11248,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Đoàn Tùng,11251,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Hồng Quang,11254,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Tân Trào,11257,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Lam Sơn,11260,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Đoàn Kết,11263,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Lê Hồng,11266,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Tứ Cường,11269,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Ngũ Hùng,11275,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Cao Thắng,11278,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Chi Lăng Bắc,11281,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Chi Lăng Nam,11284,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Thanh Giang,11287,Xã,
Tỉnh Hải Dương,30,Huyện Thanh Miện,300,Xã Hồng Phong,11293,Xã,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Quán Toan,11296,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Hùng Vương,11299,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Sở Dầu,11302,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Thượng Lý,11305,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Hạ Lý,11308,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Minh Khai,11311,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Trại Chuối,11314,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Hoàng Văn Thụ,11320,Phường,
Thành phố Hải Phòng,31,Quận Hồng Bàng,303,Phường Phan Bội Châu,11323,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Máy Chai,11329,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Máy Tơ,11332,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Vạn Mỹ,11335,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Cầu Tre,11338,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lạc Viên,11341,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Cầu Đất,11344,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Gia Viên,11347,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Đông Khê,11350,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lê Lợi,11356,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Đằng Giang,11359,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Lạch Tray,11362,Phường,
Thành phố Hải Phòng,31,Quận Ngô Quyền,304,Phường Đổng Quốc Bình,11365,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Cát Dài,11368,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường An Biên,11371,Phường,
Thành phố Hải Phòng,31,Quận Lê Chân,305,Phường Lam Sơn,11374,Phường,
